V1,V8,V9,condition,desc,support,query_1,query_2,query_3,query_4,query_5,query_1_quant,query_2_quant,query_3_quant,query_4_quant,query_5_quant,word_homeless,word_welfare,word_needy,word_lazy,word_filler2,word_filler5,word_filler6,word_charity,word_poor,word_filler12,word_burden,word_aid,word_filler11,word_deserve,stigmaO_1,stigmaO_2,stigmaO_3,stigmaO_4,stigmaO_5,attncheck,age,gender,income,edu,race,polit,polit_1,polit_2
R_3sajc55FRjarhpj,6/20/17 10:30,6/20/17 10:41,freedom,financial freedom,2,Misuse of money given to people,People are able to get what they need for themselves and their families,People will take advantage of the money,Everyone deserves a fair chance to get what they need,Lack or desire for employment and advancement,2,1,2,1,2,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUB,BAKE,CHARTER,POOR,PHOTO,BURNED,AID,SING,RESERVE,3,6,6,2,6,2,28,Female,"$85,000 to $99,999",4-year college degree,White,Republican,Moderately conservative,Slightly conservative
R_cOan0rJ49h0xyI9,6/20/17 10:36,6/20/17 10:41,security,social security for all,7,this will help people feel more secure and support themselves,some would argue it would make people lazy,this would improve communities,this would improve quality of living,this would help solve homeless and welfare issues,1,2,1,1,1,HOMELESS,WELCOME,NEEDY,HAZY,PLAID,SUN,BAKE,CHARIOT,POOR,PHONE,BURIED,AID,SING,DESERVE,5,5,3,7,6,2,24,Female,"$25,000 to $29,999",4-year college degree,Asian,Independent,Moderately liberal,Moderately liberal
R_2Tz01Dt1O6TTPZR,6/20/17 10:33,6/20/17 10:41,security,social security for all,6,Helps the poor.,Provides a safety net.,Levels the financial playing field.,,,1,1,1,,,homework,welcome,needy,lazy,place,sun,bike,charter,door,PHONE,BURNED,ADD,SING,DESERVE,7,2,1,7,3,2,30,Male,"$40,000 to $49,999",Some college (no degree),Asian,Democrat,Moderately liberal,Moderately liberal
R_3ExPCLirSD4e4Hz,6/20/17 10:29,6/20/17 10:42,security,social security for all,6,People would have food,It could help get homeless back on their feet,It would help single Mothers and fathers,It would help the elderly,It would provide peace of mind for many.,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLATE,SUE,BAKE,CHARITY,POOR,PHOTO,BURGER,AND,SONG,DESERVE,6,5,3,5,4,2,35,Female,"$85,000 to $99,999",Some college (no degree),White,Independent,In the middle,In the middle
R_2zMbikNZGxk0NIG,6/20/17 10:30,6/20/17 10:42,freedom,financial freedom,5,equality,ability to live and survive,ability to ease the struggle and financial burdens of society,could be very costly,wouldn't be needed by those in a high tax bracket,1,1,1,2,2,homeland,welcome,nerdy,lazy,place,sun,bike,charity,four,photo,burger,and,sing,deserve,7,4,2,7,5,2,39,Female,"$40,000 to $49,999",High school degree,White,Democrat,Moderately liberal,Slightly       liberal
R_1JRRDJIrR2ZZ010,6/20/17 10:32,6/20/17 10:42,control,basic income,6,everyone can take care of their own bills,no one goes hungry,no one goes without basic necessities,someone who is making significantly more would not benefit from this program,someone with more skills would be at the same pay rate as someone less qualified,1,1,1,2,2,HOMEWORK,WELCOME,NEEDY,LAZY,PLATE,SUM,BOOK,CHARITY,DOOR,PHONE,BURGER,AND,SONG,DESERVE,7,3,4,6,6,2,36,Female,"$40,000 to $49,999",2-year college degree,White,Independent,Moderately liberal,Slightly conservative
R_2zhEV3SpmLeDD3B,6/20/17 10:35,6/20/17 10:42,security,social security for all,7,It will help many to not struggle and do more philanthropy,It's fair,It's godly,,,1,1,1,,,HOMESICK,WELCOME,NERDY,COZY,PLATE,SUN,BIKE,CHARITY,DOOR,PHONE,BURIED,ADD,SONG,DESERVE,6,2,2,6,6,2,29,Female,"$60,000 to $74,999",4-year college degree,White,Independent,Moderately liberal,Moderately liberal
R_2P1cSeHRCUKQiKQ,6/20/17 10:30,6/20/17 10:42,freedom,financial freedom,7,Allows people to be happy and less stressed about money,Gives people without a skill or education to live without poverty,allows people the means to pursue their dreams,Takes away the stress or fear of going broke,Eliminates homelessness,1,1,1,1,1,HOMELESS,WELCOME,NERDY,LAZY,PLANT,SUN,BAKE,CHARLES,MOOR,PHONE,BURNED,AND,SONG,DESERVE,7,5,5,7,1,2,35,Male,"$30,000 to $34,999",4-year college degree,Asian,Democrat,Moderately liberal,Strongly liberal
R_2b165ifBdjoaIkH,6/20/17 10:29,6/20/17 10:42,security,social security for all,7,safety net,poverty,hungry children,homeless,protection,1,2,2,2,1,homeless,welcome,needy,lazy,plain,sun,bake,charted,door,phone,burrow,and,sing,deserve,7,2,1,7,1,2,42,Female,"$20,000 to $24,999",Some college (no degree),White,Democrat,Strongly liberal,Moderately liberal
R_2DZjPJFKQHteBTH,6/20/17 10:31,6/20/17 10:42,control,basic income,2,not equal to educational status,doesn't promote ambition,might prevent poverty,might be lower than many incomes if implemented,,2,2,1,2,,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,DOOR,PHONE,BURNED,ADD,SING,DESERVE,3,4,6,6,6,2,45,Male,"$125,000 to $149,999",Masters level degree (for example M.S. or M.A.),White,Independent,Slightly       liberal,Slightly conservative
R_2QyPGiqjKDzoZOm,6/20/17 10:31,6/20/17 10:42,freedom,financial freedom,6,Less stress on working families.,Higher taxes.,Improved economy.,More opportunities for working people. ,,1,2,1,1,,HOMELESS,WELCOME,NERDY,LAZY,PLANE,SUN,BIKE,CHARITY,DOOR,PHOTO,BURLAP,ADD,SONG,DESERVE,6,3,2,7,2,2,34,Female,"$50,000 to $59,999",4-year college degree,White,Independent,Moderately liberal,Moderately liberal
R_3m9nPCK2rT08aKl,6/20/17 10:36,6/20/17 10:42,control,basic income,4,high tax,make ppl lazy,make ppl even more dependant then they are already,no initiative,x,2,2,2,2,2,HOMETONS,WELCOME,NOODY,LAZY,PLANK,SUN,BAKE,CHARMER,BOOR,PHONE,BURIED,AND,SANG,OBSERVE,4,6,5,4,5,2,31,Other,"Less than $5,000",2-year college degree,Hispanic,Other,In the middle,In the middle
R_1NqVof8TOOdv49q,6/20/17 10:31,6/20/17 10:42,control,basic income,3,still utilizes a monetary system,infeasible,,,,2,2,,,,homeland,welcome,needy,lazy,plank,sum,bake,charity,poor,photo,burlap,and,song,deserve,5,3,3,6,5,2,36,Female,"$25,000 to $29,999",Some college (no degree),White,Independent,Strongly liberal,Strongly liberal
R_3DvSlxKLGHDivEI,6/20/17 10:30,6/20/17 10:42,control,basic income,5,Providing livable income for all,Huge burden on companies/taxpayers,Streamline approach to already existing assistance programs,Who will be responsible for setting the amount?,,1,2,1,2,,HOMELESS,WELFARE,NEEDY,LAZY,PLAIN,SUN,BAKE,CHARLIE,POOR,PHONE,BURDEN,AID,SING,RESERVE,5,5,4,6,6,2,24,Male,"$150,000 to $174,999",4-year college degree,White,Democrat,Slightly       liberal,In the middle
R_1EWFMgBPevv0Flm,6/20/17 10:34,6/20/17 10:42,control,basic income,7,Help the poor,Better equality,Better living,Less stress about paying bills,,1,1,1,1,,,WELCOME,NEEDY,DIZZ,PLAZA,SUN,BAKE,CHARITY,DOOR,PHOTO,BURIED,ADD,SONG,DESERVE,7,2,2,7,2,2,24,Male,"$100,000 to $124,999",4-year college degree,White,Democrat,In the middle,In the middle
R_2SGKNSO1C9jSQ82,6/20/17 10:32,6/20/17 10:42,control,basic income,7,It would help solve the homeless/jobless problem. ,It would solve problems relating to machine labor replacing humans. ,It would help people more than it would hurt. ,It is the moral thing to do. ,,1,1,1,1,,homeward,welcome,needy,eazy,place,sun,bike,charity,door,PHOTO,BURNED,ADD,SING,DESERVE,6,1,2,7,2,2,23,Male,"$40,000 to $49,999",Some college (no degree),White,Independent,In the middle,In the middle
R_3QKotjlk532yftp,6/20/17 10:29,6/20/17 10:42,security,social security for all,5,It's a nice insurance policy for people who need it.,It would discourage people from working.,There could be rampant abuse much like the psychological SSDI problem manipulated these days.,"It would never happen on a large scale, too much opposition from corporations. ",We live in a Fascist Oligarchy they don't tell you but I know it.,1,2,2,2,2,HOMEFRIE,WELCOME,NERDY,LAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHONE,BURGER,ADD,SING,RESERVE,3,6,6,6,6,2,43,Male,"$12,500 to $14,999",4-year college degree,White,Republican,Moderately conservative,Strongly conservative
R_2B2qIwhAE3dhfER,6/20/17 10:32,6/20/17 10:42,control,basic income,2,It is unsustainable in the long run.,It will cost trillions per year.,It will put the United States further into debt.,It will further the gap between the wealthy and the poor.,The policy will lead to higher crime rates as people don't have jobs and feel less pride in life.,2,2,2,2,2,Homesick,Welfare,Needy,Lazy,Plain,Sud,Bake,Charted,Poor,PHOTO,BURIED,ADD,SING,DESERVE,1,7,7,1,5,2,26,Male,"$150,000 to $174,999",4-year college degree,White,Independent,In the middle,Strongly conservative
R_1eY0vQ41tay0Prr,6/20/17 10:29,6/20/17 10:42,freedom,financial freedom,1,I will pay more than other people,It will lower productivity,America will end up like Venezuela,It will destroy the economy,No one will work because they do not have to.,2,2,2,2,2,HOMELESS,WELCOME,NEEDY,LAZY,PLANT,SUE,BIKE,CHARITY,DOOR,PHOTO,BURGER,AID,SING,RESERVE,1,6,7,2,6,2,40,Male,"$75,000 to $84,999",2-year college degree,White,Republican,Moderately conservative,Moderately conservative
R_245AOjC16shrZ0r,6/20/17 10:30,6/20/17 10:42,security,social security for all,6,helping americans,safety net,right thing to do,,,1,1,1,,,homework,welcome,needy,lazy,plaid,sun,bake,charger,door,phone,burner,and,sing,deserve,4,4,5,4,3,2,25,Male,"$50,000 to $59,999",4-year college degree,White,Independent,Moderately liberal,In the middle
R_pSICTrgUHRQWpdT,6/20/17 10:29,6/20/17 10:42,control,basic income,6,Homelessness,Medical issues/Mental health,Violence and Crime Prevention,"If everyone is getting it, I don't see how there is abuse against the system",Every Citizen is important,1,1,1,2,1,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHOTO,BURIAL,ADD,SING,RESERVE,6,3,1,7,4,2,34,Female,"$125,000 to $149,999",Masters level degree (for example M.S. or M.A.),White,Independent,Moderately liberal,Slightly conservative
R_3fP4UXLsVYXt0kk,6/20/17 10:33,6/20/17 10:42,freedom,financial freedom,3,Impossible,Lack of oversight,Compassion,Safety Net,waste,2,2,1,1,2,HOMELESS,WENCOME,NERDY,LAZY,PLAID,SUN,BAKE,CHARITY,DOOR,PHOTO,BURIED,ADD,SONG,RESERVE,2,5,5,3,5,2,35,Male,"$125,000 to $149,999",4-year college degree,White,Independent,Slightly       liberal,In the middle
R_1QmhTosex3h1sQh,6/20/17 10:37,6/20/17 10:42,security,social security for all,7,Equality,Doesn't seclude anyone,,,,1,1,,,,Homeboun,Welcome,Nerdy,Lazy,Place,Sub,Bake,Charles,Door,,,AND,,,5,5,2,5,3,2,27,Male,"$25,000 to $29,999",Some college (no degree),White,Independent,In the middle,In the middle
R_11j8f7qcxvK6JUw,6/20/17 10:29,6/20/17 10:42,freedom,financial freedom,7,I think this is a good policy because it gives the people more choice in their life.,"I think this is good because people will not be completely broke, they will have a little something to help them out when times get tough",I think this is good because it will possibly cut down on federal spending of many programs that many people don't care to participate in,,,1,1,1,,,homeland,welcome,needy,lazy,place,sun,bake,charges,door,photo,burnit,aid,sing,onserve,5,5,5,6,7,2,36,Female,"$30,000 to $34,999",Some college (no degree),White,Democrat,Moderately liberal,Moderately liberal
R_21alfWRVWlIVHAb,6/20/17 10:34,6/20/17 10:43,freedom,financial freedom,7,Save money,Know the total amount.,Security.,Knowing,Favors the rich.  ,1,1,1,1,2,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUE,BAKE,CHARTER,DOOR,PHOTO,BURDEN,AID,SONG,RESERVE,7,1,1,7,5,2,35,Male,"$40,000 to $49,999",2-year college degree,White,Republican,Slightly conservative,Slightly conservative
R_2SkOwjDXxdZAZma,6/20/17 10:31,6/20/17 10:43,freedom,financial freedom,6,This is a good way to help those who are poor or unable to work.,I bet a lot of people would complain about people abusing government money.,I bet this would be cheaper than funding all of the social service programs we have now.,People may complain that drug addicts and criminals would waste government money.,I wonder how successful this is in other countries.,1,2,1,2,1,HOMEWORK,WELFARE,NEEDY,LAZY,PLAYS,SUN,BAKE,CHARITY,POOR,PHONE,BURNED,AND,SING,DESERVE,6,2,2,6,5,2,24,Female,"$175,000 or more",4-year college degree,Asian,Democrat,Moderately liberal,Moderately liberal
R_2rTrmbx6xAO71CN,6/20/17 10:29,6/20/17 10:43,freedom,financial freedom,3,Money not used appropiately,What happens to the homeless,Who is going to make sure children are taken care of,Will everyone have a job that can work?,What about the disabled?,2,2,2,2,2,HOMEWARD,WELCOME,NERDY,LAZY,PLACE,SUN,BAKE,CHARITY,DOOR,PHOTO,BURDEN,ADD,SONG,DESERVE,2,6,2,6,5,2,62,Male,"$50,000 to $59,999",4-year college degree,White,Democrat,Strongly liberal,In the middle
R_28CjS4qGDua687G,6/20/17 10:36,6/20/17 10:43,control,basic income,6,politics,government,cost,gorvens,politicians ,1,2,1,2,1,homeland,wellnes,needy,lazy,place,sum,bike,charity,door,phony,burito,aid,sang,reserve,4,5,4,3,4,2,22,Male,"$30,000 to $34,999",Some college (no degree),Black,Democrat,In the middle,Slightly conservative
R_3QMgdlDg6zLkHVD,6/20/17 10:33,6/20/17 10:43,freedom,financial freedom,7,better quality of life,able to enjoy life,less stress,basic needs met,no more poor or homeless,1,1,1,1,1,homeless,welcome,needy,lazy,place,sun,bake,charity,poor,PHOTO,BURNED,ADD,SONG,DESERVE,7,1,1,7,2,2,31,Female,"$30,000 to $34,999",High school degree,White,Republican,In the middle,In the middle
R_3PGYw0cEogm8c77,6/20/17 10:34,6/20/17 10:43,control,basic income,1,encourages laziness,steals from those who work to give to those who don't,reduces societies productivity,expands government,punishes business,2,2,2,2,2,HOMEBASE,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARMAN,DOOR,PHONE,BURIED,ADD,SONG,DESERVE,1,7,7,1,7,2,29,Male,"$10,000 to $12,499",Some college (no degree),White,Republican,Strongly conservative,Strongly conservative
R_2CQzE18yAZUlpVj,6/20/17 10:36,6/20/17 10:43,freedom,financial freedom,2,I don't believe in a handout,People should be thankful the services are available,,,,1,1,,,,HOMECOME,WELCOME,NOADY,LAZY,PLACE,SUM,BAKE,CHARIOT,FOUR,PHOTO,BURNET,ADD,SONG,ASSERVE,3,5,7,6,7,2,40,Male,"$100,000 to $124,999",4-year college degree,White,Republican,Moderately conservative,Moderately conservative
R_2QrEk5wtJZ4PvjY,6/20/17 10:30,6/20/17 10:43,security,social security for all,7,I am aware the economy is going to make it a struggle for many people,"I think basic income is a good idea, certainly better than do nothing",I think basic income will help people support themselves and their family,"I think there will be some adjustments, some people don't like handouts (whether receiving or when given)",I think eventually everyone will be on basic income,1,1,1,2,1,homeless,welcome,needy,cozy,plant,sue,bike,charnel,boor,photo,burned,and,song,deserve,7,1,1,6,4,2,45,Male,"$75,000 to $84,999",4-year college degree,White,Independent,Strongly liberal,Moderately liberal
R_1Q6eWF5ws0X53OM,6/20/17 10:29,6/20/17 10:43,control,basic income,3,its not realistic,the US is a capitalist democracy,communism has been shown not to work,i really dont have any other thoughts,dont have anymore,2,2,2,2,2,homemade,welcome,naddy,lazy,place,sue,bake,charter,door,photo,buried,add,song,deserve,4,4,3,4,4,2,34,Male,"$50,000 to $59,999",2-year college degree,White,Independent,In the middle,In the middle
R_11cqh8MKpn2zOq1,6/20/17 10:29,6/20/17 10:43,security,social security for all,7,Lack of available work,Shift in technology means we need to shift our lifestyles,Prevent economic collapse,Continue or speed up our rate of technological advances by eliminating barriers that would cause us to slow down. IE. better technology = more suffrage/ less jobs,,1,1,1,1,,HOMEWORK,WELCOME,NEEDY,LAZY,PLANK,SUE,BAKE,CHARIOT,DOOR,PHOTO,BURLEY,AND,SONG,OBSERVE,4,4,2,4,5,2,31,Male,"$30,000 to $34,999",Some college (no degree),Black,Democrat,Slightly       liberal,Slightly       liberal
R_1DT5UdDu5JivVzB,6/20/17 10:29,6/20/17 10:43,freedom,financial freedom,6,It can help people that do not have large enough wages,Many people disagree with others and the government,It has already shown positive results in Alaska,Taxes are spent on maintaining roads in the U.S. but in Alaska there aren't as many roads ,Some with large income wages will not support this because they want to stay at the top of the economy,1,1,1,2,2,HOMEGOOD,WELLNES,NOODY,HAZY,PLANE,SUE,BOKE,CHARRED,DOOR,PHONE,BURROW,AID,SING,RESERVE,5,6,3,6,5,2,22,Male,"$50,000 to $59,999",4-year college degree,White,Democrat,In the middle,In the middle
R_2xPf8tBVowfXLVg,6/20/17 10:39,6/20/17 10:43,freedom,financial freedom,4,it will be abused,someone needs to be looking out,wealth can be spread around more,,,1,1,1,,,HOMEMADE,WELCOME,NEEDY,LAZY,PLANT,SUN,BAKE,CHARITY,DOOR,PHOTO,BURNED,AID,SING,RESERVE,5,6,4,5,5,5,33,Female,"$100,000 to $124,999",Masters level degree (for example M.S. or M.A.),White,Democrat,Moderately liberal,Moderately liberal
R_25s9a5eGHRHN3zH,6/20/17 10:30,6/20/17 10:43,control,basic income,1,People would lose incentive to better themselves,People would be come lazy,Less people would enter the workforce,Higher taxes would be needed to support the program,Those that have earned their money would have to support those that do not contribute,2,2,2,2,2,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUE,BAKE,CHARGER,POOR,PHOTO,BURGER,ADD,SONG,DESERVE,2,6,7,1,7,2,35,Male,"$100,000 to $124,999",4-year college degree,White,Independent,Slightly conservative,Moderately conservative
R_1dtNlr7HAhwZS03,6/20/17 10:35,6/20/17 10:43,security,social security for all,6,I think it's needed for older people,I hate that oil companies are investing in this.,I hope I have SS when I reach the age to need it.,,,1,2,1,,,HOMELESS,WELCOME,NEEDY,COZY,PLACE,SUM,BAKA,CHARMIN,POOR,PHOTO,BURNED,ADD,SONG,DESERVE,4,4,4,4,7,2,33,Male,"$50,000 to $59,999",High school degree,White,Independent,In the middle,In the middle
R_3sBxPKOMmwjzMnv,6/20/17 10:30,6/20/17 10:43,control,basic income,6,Poor people helped,meeting basic needs,use instead of govt programs,,,1,1,1,,,homeless,welcome,needy,lazy,plane,sun,bake,charity,door,PHOTO,BURNER,ADD,SONG,RESERVE,5,5,6,5,7,2,52,Male,"$20,000 to $24,999",Less than a high school degree,White,Independent,Moderately conservative,Moderately conservative
R_3OsGQk9YMB24aMF,6/20/17 10:31,6/20/17 10:43,security,social security for all,5,There shouldn't be kids missing meals or other necessities,There shouldn't be homeless people and children. ,Everyone should have to work to support themselves but sometimes that's just not enough to get by.,Sometimes people feel on hard times that are out of their control and they should have that extra help when that time comes.,Kids should never have to go without clothes or warm blankets.,1,1,1,1,1,homeless,welcome,needy,lazy,place,sum,bake,charger,door,photo,burger,and,sing,reserve,6,4,6,6,3,2,29,Female,"$25,000 to $29,999",High school degree,White,Republican,In the middle,In the middle
